,Indicator,Year,Indicator_value,Ticker
51,ebitPerRevenue,2016,0.2495546179090483,MSFT
52,debtRatio,2016,0.6282951459518622,MSFT
53,debtEquityRatio,2016,1.6903065405503006,MSFT
54,longTermDebtToCapitalization,2016,0.3616155346692676,MSFT
55,totalDebtToCapitalization,2016,0.42715858820534036,MSFT
56,interestCoverage,2016,17.12952534191472,MSFT
57,cashFlowToDebtRatio,2016,0.6207275504312031,MSFT
58,companyEquityMultiplier,2016,2.6903065405503006,MSFT
59,receivablesTurnover,2016,4.668162171034633,MSFT
60,payablesTurnover,2016,4.752102058567701,MSFT
61,inventoryTurnover,2016,14.56241670368725,MSFT
62,fixedAssetTurnover,2016,4.648071475266943,MSFT
63,assetTurnover,2016,0.44048860573894905,MSFT
64,operatingCashFlowPerShare,2016,4.205047318611987,MSFT
65,freeCashFlowPerShare,2016,3.1523028391167194,MSFT
66,cashPerShare,2016,14.288958990536278,MSFT
67,payoutRatio,2016,0.6551970472675318,MSFT
68,operatingCashFlowSalesRatio,2016,0.3905883731833099,MSFT
69,freeCashFlowOperatingCashFlowRatio,2016,0.7496474118529632,MSFT
70,cashFlowCoverageRatios,2016,0.6207275504312031,MSFT
71,shortTermCoverageRatios,2016,2.582532548047117,MSFT
72,capitalExpenditureCoverageRatio,2016,-3.9943665348196093,MSFT
73,dividendPaidAndCapexCoverageRatio,2016,12.51408186256102,MSFT
74,dividendPayoutRatio,2016,0.6551970472675318,MSFT
75,priceBookValueRatio,2016,6.238996069280664,MSFT
76,priceToBookRatio,2016,6.238996069280664,MSFT
77,priceToSalesRatio,2016,5.264756211908111,MSFT
78,priceEarningsRatio,2016,26.74062388379569,MSFT
79,priceToFreeCashFlowsRatio,2016,17.98050596429429,MSFT
80,priceToOperatingCashFlowsRatio,2016,13.479039759939987,MSFT
81,priceCashFlowRatio,2016,13.479039759939987,MSFT
82,priceEarningsToGrowthRatio,2016,0.6324369775691361,MSFT
83,priceSalesRatio,2016,5.264756211908111,MSFT
84,dividendYield,2016,0.02450193571080325,MSFT
85,enterpriseValueMultiple,2016,17.781973203410477,MSFT
86,priceFairValue,2016,6.238996069280664,MSFT
91,revenue,2017,89950000000,MSFT
92,costOfRevenue,2017,34261000000,MSFT
93,grossProfit,2017,55689000000,MSFT
94,grossProfitRatio,2017,0.6191106170094497,MSFT
95,researchAndDevelopmentExpenses,2017,13037000000,MSFT
96,generalAndAdministrativeExpenses,2017,4481000000,MSFT
97,sellingAndMarketingExpenses,2017,15539000000,MSFT
98,otherExpenses,2017,-251000000,MSFT
99,operatingExpenses,2017,33057000000,MSFT
100,costAndExpenses,2017,67318000000,MSFT
101,interestExpense,2017,2222000000,MSFT
102,depreciationAndAmortization,2017,8778000000,MSFT
103,ebitda,2017,31410000000,MSFT
104,ebitdaratio,2017,0.34919399666481377,MSFT
105,operatingIncome,2017,22632000000,MSFT
106,operatingIncomeRatio,2017,0.2516064480266815,MSFT
107,totalOtherIncomeExpensesNet,2017,2739000000,MSFT
108,incomeBeforeTax,2017,23149000000,MSFT
109,incomeBeforeTaxRatio,2017,0.25735408560311285,MSFT
110,incomeTaxExpense,2017,1945000000,MSFT
111,netIncome,2017,21204000000,MSFT
112,netIncomeRatio,2017,0.23573096164535853,MSFT
113,eps,2017,2.74,MSFT
114,epsdiluted,2017,2.71,MSFT
115,weightedAverageShsOut,2017,7746000000,MSFT
116,weightedAverageShsOutDil,2017,7832000000,MSFT
120,currentRatio,2017,2.4772730794861064,MSFT
121,quickRatio,2017,2.367582562338246,MSFT
122,cashRatio,2017,0.11875648953151394,MSFT
123,daysOfSalesOutstanding,2017,80.31217342968316,MSFT
124,daysOfInventoryOutstanding,2017,23.235311286885963,MSFT
125,operatingCycle,2017,103.54748471656912,MSFT
126,daysOfPayablesOutstanding,2017,78.72945915180526,MSFT
127,cashConversionCycle,2017,24.818025564763857,MSFT
128,grossProfitMargin,2017,0.6191106170094497,MSFT
129,operatingProfitMargin,2017,0.2516064480266815,MSFT
130,pretaxProfitMargin,2017,0.25735408560311285,MSFT
131,netProfitMargin,2017,0.23573096164535853,MSFT
132,effectiveTaxRate,2017,0.08402090803058447,MSFT
133,returnOnAssets,2017,0.0879520171225206,MSFT
134,returnOnEquity,2017,0.2928972014255325,MSFT
135,returnOnCapitalEmployed,2017,0.12818377992625696,MSFT
136,netIncomePerEBT,2017,0.9159790919694155,MSFT
137,ebtPerEbit,2017,1.0228437610463061,MSFT
138,ebitPerRevenue,2017,0.2516064480266815,MSFT
139,debtRatio,2017,0.6997171133952199,MSFT
140,debtEquityRatio,2017,2.330193109926237,MSFT
141,longTermDebtToCapitalization,2017,0.5123899587113635,MSFT
142,totalDebtToCapitalization,2017,0.5435089666305143,MSFT
143,interestCoverage,2017,10.185418541854185,MSFT
144,cashFlowToDebtRatio,2017,0.45834976912546116,MSFT
145,companyEquityMultiplier,2017,3.330193109926237,MSFT
146,receivablesTurnover,2017,4.544765561843169,MSFT
147,payablesTurnover,2017,4.636129905277402,MSFT
148,inventoryTurnover,2017,15.708849151765245,MSFT
149,fixedAssetTurnover,2017,3.789921631414848,MSFT
150,assetTurnover,2017,0.3731033738997702,MSFT
151,operatingCashFlowPerShare,2017,5.1003098373353986,MSFT
152,freeCashFlowPerShare,2017,4.050864962561322,MSFT
153,cashPerShare,2017,17.167699457784664,MSFT
154,payoutRatio,2017,0.5586210149028485,MSFT
155,operatingCashFlowSalesRatio,2017,0.4392106725958866,MSFT
156,freeCashFlowOperatingCashFlowRatio,2017,0.7942389956210292,MSFT
157,cashFlowCoverageRatios,2017,0.45834976912546116,MSFT
158,shortTermCoverageRatios,2017,3.903468036755261,MSFT
159,capitalExpenditureCoverageRatio,2017,-4.860007380981671,MSFT
160,dividendPaidAndCapexCoverageRatio,2017,10.631593110871906,MSFT
161,dividendPayoutRatio,2017,0.5586210149028485,MSFT
162,priceBookValueRatio,2017,7.81512069710197,MSFT
163,priceToBookRatio,2017,7.81512069710197,MSFT
164,priceToSalesRatio,2017,6.289803754819344,MSFT
165,priceEarningsRatio,2017,26.682128265704584,MSFT
166,priceToFreeCashFlowsRatio,2017,18.030717309771177,MSFT
167,priceToOperatingCashFlowsRatio,2017,14.320698806439367,MSFT
168,priceCashFlowRatio,2017,14.320698806439367,MSFT
169,priceEarningsToGrowthRatio,2017,0.9123566439240921,MSFT
170,priceSalesRatio,2017,6.289803754819344,MSFT
171,dividendYield,2017,0.020936149071019285,MSFT
172,enterpriseValueMultiple,2017,20.512538928557785,MSFT
173,priceFairValue,2017,7.81512069710197,MSFT
178,revenue,2018,110360000000,MSFT
179,costOfRevenue,2018,38353000000,MSFT
180,grossProfit,2018,72007000000,MSFT
181,grossProfitRatio,2018,0.652473722363175,MSFT
182,researchAndDevelopmentExpenses,2018,14726000000,MSFT
183,generalAndAdministrativeExpenses,2018,4754000000,MSFT
184,sellingAndMarketingExpenses,2018,17469000000,MSFT
185,otherExpenses,2018,-59000000,MSFT
186,operatingExpenses,2018,36949000000,MSFT
187,costAndExpenses,2018,75302000000,MSFT
188,interestExpense,2018,2733000000,MSFT
189,depreciationAndAmortization,2018,10261000000,MSFT
190,ebitda,2018,45319000000,MSFT
191,ebitdaratio,2018,0.4106469735411381,MSFT
192,operatingIncome,2018,35058000000,MSFT
193,operatingIncomeRatio,2018,0.3176694454512505,MSFT
194,totalOtherIncomeExpensesNet,2018,4149000000,MSFT
195,incomeBeforeTax,2018,36474000000,MSFT
196,incomeBeforeTaxRatio,2018,0.33050018122508157,MSFT
197,incomeTaxExpense,2018,19903000000,MSFT
198,netIncome,2018,16571000000,MSFT
199,netIncomeRatio,2018,0.1501540413193186,MSFT
200,eps,2018,2.15,MSFT
201,epsdiluted,2018,2.13,MSFT
202,weightedAverageShsOut,2018,7700000000,MSFT
203,weightedAverageShsOutDil,2018,7794000000,MSFT
207,currentRatio,2018,2.900800164136233,MSFT
208,quickRatio,2018,2.7398611681028586,MSFT
209,cashRatio,2018,0.20424702503077555,MSFT
210,daysOfSalesOutstanding,2018,87.58214026821311,MSFT
211,daysOfInventoryOutstanding,2018,25.333872187312597,MSFT
212,operatingCycle,2018,112.9160124555257,MSFT
213,daysOfPayablesOutstanding,2018,82.00675305712721,MSFT
214,cashConversionCycle,2018,30.90925939839849,MSFT
215,grossProfitMargin,2018,0.652473722363175,MSFT
216,operatingProfitMargin,2018,0.3176694454512505,MSFT
217,pretaxProfitMargin,2018,0.33050018122508157,MSFT
218,netProfitMargin,2018,0.1501540413193186,MSFT
219,effectiveTaxRate,2018,0.5456763722103416,MSFT
220,returnOnAssets,2018,0.06401826554580294,MSFT
221,returnOnEquity,2018,0.20033124591987234,MSFT
222,returnOnCapitalEmployed,2018,0.17497504491914553,MSFT
223,netIncomePerEBT,2018,0.4543236277896584,MSFT
224,ebtPerEbit,2018,1.0403902105083005,MSFT
225,ebitPerRevenue,2018,0.3176694454512505,MSFT
226,debtRatio,2018,0.6804379404129064,MSFT
227,debtEquityRatio,2018,2.1292826228874007,MSFT
228,longTermDebtToCapitalization,2018,0.4661977284460506,MSFT
229,totalDebtToCapitalization,2018,0.4796235483586859,MSFT
230,interestCoverage,2018,12.827661909989024,MSFT
231,cashFlowToDebtRatio,2018,0.5756033578174187,MSFT
232,companyEquityMultiplier,2018,3.1292826228874007,MSFT
233,receivablesTurnover,2018,4.167516332464786,MSFT
234,payablesTurnover,2018,4.45085296506905,MSFT
235,inventoryTurnover,2018,14.407588279489106,MSFT
236,fixedAssetTurnover,2018,3.7460964019008824,MSFT
237,assetTurnover,2018,0.4263505995796761,MSFT
238,operatingCashFlowPerShare,2018,5.699220779220779,MSFT
239,freeCashFlowPerShare,2018,4.188571428571429,MSFT
240,cashPerShare,2018,17.37246753246753,MSFT
241,payoutRatio,2018,0.7663387846237403,MSFT
242,operatingCashFlowSalesRatio,2018,0.39764407393983325,MSFT
243,freeCashFlowOperatingCashFlowRatio,2018,0.7349375626652083,MSFT
244,cashFlowCoverageRatios,2018,0.5756033578174187,MSFT
245,shortTermCoverageRatios,2018,10.976488244122061,MSFT
246,capitalExpenditureCoverageRatio,2018,-3.7726960110041263,MSFT
247,dividendPaidAndCapexCoverageRatio,2018,41.12839737582006,MSFT
248,dividendPayoutRatio,2018,0.7663387846237402,MSFT
249,priceBookValueRatio,2018,9.808615091032182,MSFT
250,priceToBookRatio,2018,9.808615091032182,MSFT
251,priceToSalesRatio,2018,7.351839643892714,MSFT
252,priceEarningsRatio,2018,48.961983169392305,MSFT
253,priceToFreeCashFlowsRatio,2018,25.1565491473397,MSFT
254,priceToOperatingCashFlowsRatio,2018,18.488492915413364,MSFT
255,priceCashFlowRatio,2018,18.488492915413364,MSFT
256,priceEarningsToGrowthRatio,2018,-2.2738276929514383,MSFT
257,priceSalesRatio,2018,7.351839643892714,MSFT
258,dividendYield,2018,0.0156517104703962,MSFT
259,enterpriseValueMultiple,2018,19.321764008473266,MSFT
260,priceFairValue,2018,9.808615091032182,MSFT
265,revenue,2019,125843000000,MSFT
266,costOfRevenue,2019,42910000000,MSFT
267,grossProfit,2019,82933000000,MSFT
268,grossProfitRatio,2019,0.6590195720063889,MSFT
269,researchAndDevelopmentExpenses,2019,16876000000,MSFT
270,generalAndAdministrativeExpenses,2019,4885000000,MSFT
271,sellingAndMarketingExpenses,2019,18213000000,MSFT
272,otherExpenses,2019,-57000000,MSFT
273,operatingExpenses,2019,39974000000,MSFT
274,costAndExpenses,2019,82884000000,MSFT
275,interestExpense,2019,2686000000,MSFT
276,depreciationAndAmortization,2019,11682000000,MSFT
277,ebitda,2019,54641000000,MSFT
278,ebitdaratio,2019,0.4341997568398719,MSFT
279,operatingIncome,2019,42959000000,MSFT
280,operatingIncomeRatio,2019,0.3413698020549415,MSFT
281,totalOtherIncomeExpensesNet,2019,3415000000,MSFT
282,incomeBeforeTax,2019,43688000000,MSFT
283,incomeBeforeTaxRatio,2019,0.34716273451840785,MSFT
284,incomeTaxExpense,2019,4448000000,MSFT
285,netIncome,2019,39240000000,MSFT
286,netIncomeRatio,2019,0.3118171054409065,MSFT
287,eps,2019,5.11,MSFT
288,epsdiluted,2019,5.06,MSFT
289,weightedAverageShsOut,2019,7673000000,MSFT
290,weightedAverageShsOutDil,2019,7753000000,MSFT
294,currentRatio,2019,2.5288389513108616,MSFT
295,quickRatio,2019,2.3529674445404782,MSFT
296,cashRatio,2019,0.16358398156150966,MSFT
297,daysOfSalesOutstanding,2019,85.63257392147358,MSFT
298,daysOfInventoryOutstanding,2019,17.548240503379166,MSFT
299,operatingCycle,2019,103.18081442485274,MSFT
300,daysOfPayablesOutstanding,2019,79.80494057329294,MSFT
301,cashConversionCycle,2019,23.375873851559803,MSFT
302,grossProfitMargin,2019,0.6590195720063889,MSFT
303,operatingProfitMargin,2019,0.3413698020549415,MSFT
304,pretaxProfitMargin,2019,0.34716273451840785,MSFT
305,netProfitMargin,2019,0.3118171054409065,MSFT
306,effectiveTaxRate,2019,0.10181285478850027,MSFT
307,returnOnAssets,2019,0.13693658482111698,MSFT
308,returnOnEquity,2019,0.3834652594547054,MSFT
309,returnOnCapitalEmployed,2019,0.1978437476972957,MSFT
310,netIncomePerEBT,2019,0.8981871452114997,MSFT
311,ebtPerEbit,2019,1.0169696687539282,MSFT
312,ebitPerRevenue,2019,0.3413698020549415,MSFT
313,debtRatio,2019,0.6428970253632798,MSFT
314,debtEquityRatio,2019,1.8003127137691781,MSFT
315,longTermDebtToCapitalization,2019,0.39446837720128763,MSFT
316,totalDebtToCapitalization,2019,0.41360854516698375,MSFT
317,interestCoverage,2019,15.99367088607595,MSFT
318,cashFlowToDebtRatio,2019,0.723004239518967,MSFT
319,companyEquityMultiplier,2019,2.8003127137691783,MSFT
320,receivablesTurnover,2019,4.262396694214876,MSFT
321,payablesTurnover,2019,4.5736516734171815,MSFT
322,inventoryTurnover,2019,20.799806107610276,MSFT
323,fixedAssetTurnover,2019,3.4499273514817554,MSFT
324,assetTurnover,2019,0.43915674423149403,MSFT
325,operatingCashFlowPerShare,2019,6.801120813241235,MSFT
326,freeCashFlowPerShare,2019,4.986315652287241,MSFT
327,cashPerShare,2019,17.440245014987617,MSFT
328,payoutRatio,2019,0.35196228338430174,MSFT
329,operatingCashFlowSalesRatio,2019,0.41468337531686306,MSFT
330,freeCashFlowOperatingCashFlowRatio,2019,0.7331608699817955,MSFT
331,cashFlowCoverageRatios,2019,0.723004239518967,MSFT
332,shortTermCoverageRatios,2019,9.460659898477157,MSFT
333,capitalExpenditureCoverageRatio,2019,-3.747576301615799,MSFT
334,dividendPaidAndCapexCoverageRatio,2019,-457.7631578947368,MSFT
335,dividendPayoutRatio,2019,0.3519622833843017,MSFT
336,priceBookValueRatio,2019,10.523850249565132,MSFT
337,priceToBookRatio,2019,10.523850249565132,MSFT
338,priceToSalesRatio,2019,8.557532767321186,MSFT
339,priceEarningsRatio,2019,27.44407737099898,MSFT
340,priceToFreeCashFlowsRatio,2019,28.147035965446943,MSFT
341,priceToOperatingCashFlowsRatio,2019,20.63630537583597,MSFT
342,priceCashFlowRatio,2019,20.63630537583597,MSFT
343,priceEarningsToGrowthRatio,2019,0.19934042685016146,MSFT
344,priceSalesRatio,2019,8.557532767321186,MSFT
345,dividendYield,2019,0.01282470817387475,MSFT
346,enterpriseValueMultiple,2019,20.821866291575923,MSFT
347,priceFairValue,2019,10.523850249565132,MSFT
352,revenue,2020,143015000000,MSFT
353,costOfRevenue,2020,46078000000,MSFT
354,grossProfit,2020,96937000000,MSFT
355,grossProfitRatio,2020,0.6778100199279796,MSFT
356,researchAndDevelopmentExpenses,2020,19269000000,MSFT
357,generalAndAdministrativeExpenses,2020,5111000000,MSFT
358,sellingAndMarketingExpenses,2020,19598000000,MSFT
359,otherExpenses,2020,-40000000,MSFT
360,operatingExpenses,2020,43978000000,MSFT
361,costAndExpenses,2020,90056000000,MSFT
362,interestExpense,2020,2591000000,MSFT
363,depreciationAndAmortization,2020,12796000000,MSFT
364,ebitda,2020,65755000000,MSFT
365,ebitdaratio,2020,0.4597769464741461,MSFT
366,operatingIncome,2020,52959000000,MSFT
367,operatingIncomeRatio,2020,0.37030381428521486,MSFT
368,totalOtherIncomeExpensesNet,2020,2668000000,MSFT
369,incomeBeforeTax,2020,53036000000,MSFT
370,incomeBeforeTaxRatio,2020,0.3708422193476209,MSFT
371,incomeTaxExpense,2020,8755000000,MSFT
372,netIncome,2020,44281000000,MSFT
373,netIncomeRatio,2020,0.3096248645247002,MSFT
374,eps,2020,5.82,MSFT
375,epsdiluted,2020,5.76,MSFT
376,weightedAverageShsOut,2020,7610000000,MSFT
377,weightedAverageShsOutDil,2020,7683000000,MSFT
381,currentRatio,2020,2.5157654542940118,MSFT
382,quickRatio,2020,2.3307702945650672,MSFT
383,cashRatio,2020,0.18774719955746094,MSFT
384,daysOfSalesOutstanding,2020,81.69782889906652,MSFT
385,daysOfInventoryOutstanding,2020,15.010959677069318,MSFT
386,operatingCycle,2020,96.70878857613585,MSFT
387,daysOfPayablesOutstanding,2020,99.25452493597813,MSFT
388,cashConversionCycle,2020,-2.54573635984228,MSFT
389,grossProfitMargin,2020,0.6778100199279796,MSFT
390,operatingProfitMargin,2020,0.37030381428521486,MSFT
391,pretaxProfitMargin,2020,0.3708422193476209,MSFT
392,netProfitMargin,2020,0.3096248645247002,MSFT
393,effectiveTaxRate,2020,0.16507655177615205,MSFT
394,returnOnAssets,2020,0.14696111326835065,MSFT
395,returnOnEquity,2020,0.37429841763592103,MSFT
396,returnOnCapitalEmployed,2020,0.231260998860267,MSFT
397,netIncomePerEBT,2020,0.8349234482238479,MSFT
398,ebtPerEbit,2020,1.001453954946279,MSFT
399,ebitPerRevenue,2020,0.37030381428521486,MSFT
400,debtRatio,2020,0.6073691302342098,MSFT
401,debtEquityRatio,2020,1.5469214903976196,MSFT
402,longTermDebtToCapitalization,2020,0.3349298973476799,MSFT
403,totalDebtToCapitalization,2020,0.3486574428374011,MSFT
404,interestCoverage,2020,20.439598610575068,MSFT
405,cashFlowToDebtRatio,2020,0.9581221280022739,MSFT
406,companyEquityMultiplier,2020,2.5469214903976196,MSFT
407,receivablesTurnover,2020,4.4676829839742584,MSFT
408,payablesTurnover,2020,3.677414205905826,MSFT
409,inventoryTurnover,2020,24.3155672823219,MSFT
410,fixedAssetTurnover,2020,2.7032927566913654,MSFT
411,assetTurnover,2020,0.4746424790332912,MSFT
412,operatingCashFlowPerShare,2020,7.973061760840999,MSFT
413,freeCashFlowPerShare,2020,5.944021024967149,MSFT
414,cashPerShare,2020,17.94047306176084,MSFT
415,payoutRatio,2020,0.34183961518484224,MSFT
416,operatingCashFlowSalesRatio,2020,0.42425619690242283,MSFT
417,freeCashFlowOperatingCashFlowRatio,2020,0.745512978986403,MSFT
418,cashFlowCoverageRatios,2020,0.9581221280022739,MSFT
419,shortTermCoverageRatios,2020,16.184315817551347,MSFT
420,capitalExpenditureCoverageRatio,2020,-3.929473479696911,MSFT
421,dividendPaidAndCapexCoverageRatio,2020,-199.58881578947367,MSFT
422,dividendPayoutRatio,2020,0.34183961518484224,MSFT
423,priceBookValueRatio,2020,13.116031193704353,MSFT
424,priceToBookRatio,2020,13.116031193704353,MSFT
425,priceToSalesRatio,2020,10.849763691500891,MSFT
426,priceEarningsRatio,2020,35.041642111515095,MSFT
427,priceToFreeCashFlowsRatio,2020,34.303376980589825,MSFT
428,priceToOperatingCashFlowsRatio,2020,25.57361276209312,MSFT
429,priceCashFlowRatio,2020,25.57361276209312,MSFT
430,priceEarningsToGrowthRatio,2020,2.5220111435189034,MSFT
431,priceSalesRatio,2020,10.849763691500891,MSFT
432,dividendYield,2020,0.009755239611687882,MSFT
433,enterpriseValueMultiple,2020,24.354497062428713,MSFT
434,priceFairValue,2020,13.116031193704353,MSFT
